จังหวัด,เขตเลือกตั้ง,เขต,สถานที่เลือกตั้งกลาง,รวมจำนวน,จำนวนชุด,อาคาร,จำนวนเต็นท์,การเดินทาง.ที่จอดรถ,เดินทาง.รถไฟฟ้าใต้ดิน,การเดินทาง.รถโดยสารประจำทาง,การเดินทาง.เรือโดยสาร,การเดินทาง.note,การเดินทาง.images,แผนผังการเลือกตั้ง.images,แผนผังการเลือกตั้ง.clips
จังหวัดสุราษฎร์ธานี,2,,หอประชุมโรงเรียนองค์การบริหารส่วนจังหวัดสุราษฎร์ธานี 1 (ดอนสัก),508,1,1,0,,,,,,,,
จังหวัดสุราษฎร์ธานี,2,,หอประชุมกาญจนาภิเษกอำเภอเกาะสมุย,7513,15,1,0,,,,,,,,
จังหวัดสุราษฎร์ธานี,3,,ศาลาประชาคมอำเภอบ้านนาสาร,772,2,1,0,,,,,,,,
จังหวัดสุราษฎร์ธานี,4,,โรงเรียนวัดตรณาราม อำเภอพุนพิน,1664,3,1,0,,,,,,,,
จังหวัดสุราษฎร์ธานี,5,,ศาลาอเนกประสงค์หน้าหอประชุมวิภาวดี อำเภอพระแสง,584,1,1,0,,,,,,,,
จังหวัดสุราษฎร์ธานี,6,,โรงเรียนกาญจนาภิเษกวิทยาลัย สุราษฎร์ธานี อำเภอไชยา จังหวัดสุราษฎร์ธานี,900,2,1,0,,,,,,,,
จังหวัดสุราษฎร์ธานี,7,,อาคารลานกิจกรรมรัตนพรหม มหาวิทยาลัยราชภัฏสุราษฎร์ธานี อำเภอเมืองสุราษฎร์ธานี,3060,6,1,0,,,,,,,,
จังหวัดสุรินทร์,1,,หอประชุมองค์การบริหารส่วนจังหวัดสุรินทร์,3589,7,1,6,,,,,,,,
จังหวัดสุรินทร์,2,,หอประชุมอำเภอเขวาสินรินทร์,291,1,1,0,,,,,,,,
จังหวัดสุรินทร์,3,,หอประชุมอำเภอจอมพระ,386,1,1,0,,,,,,,,
จังหวัดสุรินทร์,4,,หอประชุมอำเภอรัตนบุรี,463,1,1,0,,,,,,,,
จังหวัดสุรินทร์,5,,หอประชุมอำเภอสำโรงทาบ (หลังใหม่),221,1,1,0,,,,,,,,
จังหวัดสุรินทร์,6,,หอประชุมอำเภอสังขะ,525,1,1,0,,,,,,,,
จังหวัดสุรินทร์,7,,หอประชุมอำเภอปราสาท,4654,9,1,8,,,,,,,,
จังหวัดสุรินทร์,8,,หอประชุมอำเภอกาบเชิง,1343,3,1,4,,,,,,,,
จังหวัดหนองคาย,1,,หอประชุมอำเภอเมืองหนองคาย (หลังเดิม),2991,6,1,4,,,,,,,,
จังหวัดหนองคาย,2,,หอประชุมอำเภอเฝ้าไร่,360,1,1,0,,,,,,,,
จังหวัดหนองคาย,3,,หอประชุมเฉลิมพระเกียรติ 80 พรรษา อำเภอท่าบ่อ,973,2,1,0,,,,,,,,
จังหวัดหนองบัวลำภู,1,,โดมหอประชุมโรงเรียนหนองบัวพิทยาคาร,1114,2,1,0,,,,,,,,
จังหวัดหนองบัวลำภู,2,,โดมหอประชุมโรงเรียนศรีบุญเรืองวิทยาคาร,381,1,1,0,,,,,,,,
จังหวัดหนองบัวลำภู,3,,หอประชุมอำเภอนากลาง (หลังเก่า),490,1,1,0,,,,,,,,
จังหวัดอ่างทอง,1,,"โดม 72 ปี ""ตันติวิทยาภูมิ"" (ด้านใน) โรงเรียนวิเศษไชยชาญ ""ตันติวิทยาภูมิ""",1402,3,1,0,,,,,,,,
จังหวัดอ่างทอง,2,,"อาคาร 57 ปี จินดามณี (ส่วนหน้า)โรงเรียนโพธิ์ทอง ""จินดามณี""",1484,3,1,0,,,,,,,,
จังหวัดอำนาจเจริญ,1,,หอประชุมอำเภอเมืองอำนาจเจริญ,1308,3,1,0,,,,,,,,
จังหวัดอำนาจเจริญ,2,,หอประชุมโรงเรียนปทุมราชวงศา,304,1,1,0,,,,,,,,
จังหวัดอุดรธานี,1,,ห้องประชุมโรงเรียนเทศบาล 6 เทศบาลนครอุดรธานี,6746,13,1,26,,,,,,,,
จังหวัดอุดรธานี,2,,สำนักงานเทศบาลตำบลหนองบัว,2684,5,1,10,,,,,,,,
จังหวัดอุดรธานี,3,,หอประชุมอำเภอเพ็ญ,332,1,1,0,,,,,,,,
จังหวัดอุดรธานี,4,,หอประชุมอำเภอบ้านดุง,413,1,1,0,,,,,,,,
จังหวัดอุดรธานี,5,,หอประชุมอำเภอหนองหาน,570,1,1,0,,,,,,,,
จังหวัดอุดรธานี,6,,หอประชุมอำเภอศรีธาตุ,242,1,1,0,,,,,,,,
จังหวัดอุดรธานี,7,,หอประชุมอำเภอกุมภวาปี,734,1,1,0,,,,,,,,
จังหวัดอุดรธานี,8,,หอประชุมอำเภอหนองวัวซอ,213,1,1,0,,,,,,,,
จังหวัดอุดรธานี,9,,หอประชุมอำเภอกุดจับ,230,1,1,0,,,,,,,,
จังหวัดอุดรธานี,10,,หอประชุมบริบาลภูมิเขตต์ (อำเภอบ้านผือ),585,1,1,0,,,,,,,,
จังหวัดอุตรดิตถ์,1,,บริเวณอาคารอเนกประสงค์ สนามกีฬาพระยาพิชัยดาบหัก,3320,7,1,0,,,,,,,,
จังหวัดอุตรดิตถ์,2,,หอประชุมที่ว่าการอำเภอท่าปลา,431,1,1,0,,,,,,,,
จังหวัดอุตรดิตถ์,3,,สนามกีฬาในร่มภายในวิทยาลัยการอาชีพพิชัย,318,1,1,0,,,,,,,,
จังหวัดอุทัยธานี,1,,บริเวณโรงเรียนอุทัยวิทยาคม,1546,3,1,0,,,,,,,,
จังหวัดอุทัยธานี,2,,บริเวณวิทยาลัยชุมชนอุทัยธานี,448,1,1,0,,,,,,,,
จังหวัดอุบลราชธานี,1,,ศูนย์แสดงและจัดจำหน่ายสินค้าหนึ่งตำบลหนึ่งผลิตภัณฑ์ (OTOP C,4940,10,1,0,,,,,,,,
จังหวัดอุบลราชธานี,2,,หอประชุมอำเภอเขื่องใน,274,1,1,0,,,,,,,,
จังหวัดอุบลราชธานี,3,,หอประชุมอำเภอม่วงสามสิบ,248,1,1,0,,,,,,,,
จังหวัดอุบลราชธานี,4,,หอประชุมอำเภอวารินชำราบ (อาคารใหม่),3665,7,1,0,,,,,,,,
จังหวัดอุบลราชธานี,5,,หอประชุมอำเภอตระการพืชผล,537,1,1,0,,,,,,,,
จังหวัดอุบลราชธานี,6,,หอประชุมอำเภอเขมราฐ,473,1,1,0,,,,,,,,
จังหวัดอุบลราชธานี,7,,หอประชุมอำเภอศรีเมืองใหม่,274,1,1,0,,,,,,,,
จังหวัดอุบลราชธานี,8,,หอประชุมอำเภอพิบูลมังสาหาร,900,2,1,0,,,,,,,,
จังหวัดอุบลราชธานี,9,,หอประชุมอำเภอบุณฑริก,1292,3,1,0,,,,,,,,
จังหวัดอุบลราชธานี,10,,หอประชุมอำเภอทุ่งศรีอุดม,976,2,1,0,,,,,,,,
จังหวัดอุบลราชธานี,11,,หอประชุมอำเภอเดชอุดม,3092,6,1,0,,,,,,,,
